Date,MSCI_ACWI_Return
1999-01-29,0.016937423499732877
1999-02-26,-0.02863297160925909
1999-03-31,0.040679420896815505
1999-04-30,0.03950366613414106
1999-05-31,-0.038736447384806125
1999-06-30,0.04578686705557944
1999-07-30,-0.007886662358490866
1999-08-31,-0.005100555881016197
1999-09-30,-0.014681167806417691
1999-10-29,0.046745970098457615
1999-11-30,0.02747182353998117
1999-12-31,0.07890817545228952
2000-01-31,-0.05804352571204597
2000-02-29,-0.0009040808506562154
2000-03-31,0.06103853519755213
2000-04-28,-0.049455673081445224
2000-05-31,-0.03095124879247457
2000-06-30,0.029895489909104848
2000-07-31,-0.034171020127821555
2000-08-31,0.02608733718726775
2000-09-29,-0.06002381063161578
2000-10-31,-0.025164741126572583
2000-11-30,-0.06705187964639103
2000-12-29,0.011704227312388519
2001-01-31,0.01988306555853632
2001-02-28,-0.08793892975712711
2001-03-30,-0.07151540199723018
2001-04-30,0.06893810714704386
2001-05-31,-0.014348312623453837
2001-06-29,-0.03343728268014598
2001-07-31,-0.018760413652399884
2001-08-31,-0.04905656473564957
2001-09-28,-0.09414459745498913
2001-10-31,0.01904962745494341
2001-11-30,0.059799963101363963
2001-12-31,0.007872787946202888
2002-01-31,-0.02880017657335003
2002-02-28,-0.008645603903921249
2002-03-29,0.043858570594720835
2002-04-30,-0.03317176534101124
2002-05-31,1.3017705976793234e-05
2002-06-28,-0.06232598395720205
2002-07-31,-0.08536320732214292
2002-08-30,0.0011850365438619958
2002-09-30,-0.11108280467445746
2002-10-31,0.07223793570431465
2002-11-29,0.0535006291309764
2002-12-31,-0.048775997512428566
2003-01-31,-0.03018526246643105
2003-02-28,-0.01842493611736883
2003-03-31,-0.004779791686078782
2003-04-30,0.08830241637048297
2003-05-30,0.057293275742348895
2003-06-30,0.018205938176917624
2003-07-31,0.02149122319988376
2003-08-29,0.023037847475017616
2003-09-30,0.005587292892606755
2003-10-31,0.05996392769104345
2003-11-28,0.014620398999711938
2003-12-31,0.0626089320649105
2004-01-30,0.01643701865814077
2004-02-27,0.01785382874621171
2004-03-31,-0.006225014268378392
2004-04-30,-0.023754408717160367
2004-05-31,0.007835606870500934
2004-06-30,0.01941010137560997
2004-07-30,-0.032722192511146164
2004-08-31,0.005393339247642726
2004-09-30,0.019968853353956696
2004-10-29,0.023577400491208923
2004-11-30,0.053430212839967794
2004-12-31,0.03737843576196114
2005-01-31,-0.02259821481701869
2005-02-28,0.03350944634811608
2005-03-31,-0.02373370963558864
2005-04-29,-0.023489344590268867
2005-05-31,0.017021494995131684
2005-06-30,0.008251014115647517
2005-07-29,0.034843753844932615
2005-08-31,0.005059463053221139
2005-09-30,0.02746686974510805
2005-10-31,-0.02944805209158393
2005-11-30,0.033827335312695765
2005-12-30,0.021641206103526357
2006-01-31,0.04594878804609165
2006-02-28,-0.004462782666248041
2006-03-31,0.017765142502808508
2006-04-28,0.030191327017469453
2006-05-31,-0.04287902727921725
2006-06-30,-0.004025100349103968
2006-07-31,0.003072200874769008
2006-08-31,0.02223057430678164
2006-09-29,0.007826948955329531
2006-10-31,0.033602797014012024
2006-11-30,0.024563419621022913
2006-12-29,0.01856817939155087
2007-01-31,0.005764921221402556
2007-02-28,-0.008674457335804383
2007-03-30,0.016189906297493478
2007-04-30,0.04043733986664351
2007-05-31,0.026649720993110686
2007-06-29,-0.006581648574124018
2007-07-31,-0.019039581345400066
2007-08-31,-0.00654261998754437
2007-09-28,0.050798318420736434
2007-10-31,0.036016410124712996
2007-11-30,-0.04720327524507188
2007-12-31,-0.013507589056407553
2008-01-31,-0.08377064275462066
2008-02-29,0.0019966153682021382
2008-03-31,-0.015925988880795626
2008-04-30,0.05471880004746301
2008-05-30,0.014964824498561204
2008-06-30,-0.0834809211880618
2008-07-31,-0.027154064733908412
2008-08-29,-0.02241599768786565
2008-09-30,-0.1260826827930584
2008-10-31,-0.19870609289420657
2008-11-28,-0.065362378889155
2008-12-31,0.03673666622031524
2009-01-30,-0.08513081713679227
2009-02-27,-0.097393962747102
2009-03-31,0.08272024506504014
2009-04-30,0.11886143038789386
2009-05-29,0.10082602425323928
2009-06-30,-0.005304656153703136
2009-07-31,0.08827839707506312
2009-08-31,0.03608232880485328
2009-09-30,0.04609879453747821
2009-10-30,-0.015250880568428049
2009-11-30,0.04157450796626039
2009-12-31,0.020902354296167037
2010-01-29,-0.043021432955657746
2010-02-26,0.01310939737942074
2010-03-31,0.06472501374181648
2010-04-30,0.0021034306833245145
2010-05-31,-0.09402592948891388
2010-06-30,-0.030556190332941113
2010-07-30,0.08158633633188316
2010-08-31,-0.03466028751729479
2010-09-30,0.09591915489511547
2010-10-29,0.03624486360211597
2010-11-30,-0.02193763905771563
2010-12-31,0.07342519004117397
2011-01-31,0.01582037613994979
2011-02-28,0.029429855280451712
2011-03-31,-0.0006831485820557703
2011-04-29,0.04148903549119076
2011-05-31,-0.0205608168470498
2011-06-30,-0.015368574383075484
2011-07-29,-0.015959107839118025
2011-08-31,-0.07273853407485277
2011-09-30,-0.09404810607653691
2011-10-31,0.10740918931922039
2011-11-30,-0.029436031699755505
2011-12-30,-0.0016766434148552944
2012-01-31,0.05842512345205586
2012-02-29,0.0508169734265318
2012-03-30,0.007131035653410223
2012-04-30,-0.010788480816869894
2012-05-31,-0.0888630359006395
2012-06-29,0.04988596325504302
2012-07-31,0.014019263733572762
2012-08-31,0.02214474525293596
2012-09-28,0.03181531247762902
2012-10-31,-0.006508333087637108
2012-11-30,0.013171123306417554
2012-12-31,0.02303518839760831
2013-01-31,0.04635555308613282
2013-02-28,0.00029768465701107694
2013-03-29,0.018761421254472
2013-04-30,0.02923997846239823
2013-05-31,-0.0019023394172396069
2013-06-28,-0.028821575526177146
2013-07-31,0.04819273294736948
2013-08-30,-0.020414079675307395
2013-09-30,0.05203863322481994
2013-10-31,0.04041586511342388
2013-11-29,0.014584982129629775
2013-12-31,0.017596822078890018
2014-01-31,-0.03977772594656748
2014-02-28,0.04880778879125436
2014-03-31,0.004978695625086349
2014-04-30,0.010048219594567254
2014-05-30,0.022136740504724584
2014-06-30,0.019261972485507206
2014-07-31,-0.011825953318605364
2014-08-29,0.022500262444740793
2014-09-30,-0.03204250702197342
2014-10-31,0.007268827454718796
2014-11-28,0.017154973265230078
2014-12-31,-0.018879909613646828
2015-01-30,-0.015410729150247549
2015-02-27,0.056128666065992094
2015-03-31,-0.014897775105231603
2015-04-30,0.029506020235315678
2015-05-29,-0.0005274535235623157
2015-06-30,-0.023099083822855193
2015-07-31,0.009048205224225336
2015-08-31,-0.06814571487678445
2015-09-30,-0.03578554773536691
2015-10-30,0.07874988139027361
2015-11-30,-0.007812995184142357
2015-12-31,-0.0177133689511897
2016-01-29,-0.06017529982575122
2016-02-29,-0.00652259941009794
2016-03-31,0.07459805335512068
2016-04-29,0.015251341061003332
2016-05-31,0.002007996062643558
2016-06-30,-0.0057272092270872705
2016-07-29,0.04319731353696719
2016-08-31,0.003650444961176258
2016-09-30,0.006362436072068412
2016-10-31,-0.016933482455433822
2016-11-30,0.00799006833517767
2016-12-30,0.021698822295373753
2017-01-31,0.027157412805811142
2017-02-28,0.02809816186974996
2017-03-31,0.012600470181335777
2017-04-28,0.015546771275799454
2017-05-31,0.022366812842969642
2017-06-30,0.004361908856122355
2017-07-31,0.027610515271727122
2017-08-31,0.003420585071692307
2017-09-29,0.018793213839276245
2017-10-31,0.020095875624629788
2017-11-30,0.019015218054905605
2017-12-29,0.015558901635713064
2018-01-31,0.055524294478527574
2018-02-28,-0.042710462674975476
2018-03-30,-0.022007545231159907
2018-04-30,0.008714049094269495
2018-05-31,0.0007109451624663487
2018-06-29,-0.006416869590729001
2018-07-31,0.028882003499046727
2018-08-31,0.00670477484016634
2018-09-28,0.003261904761904745
2018-10-31,-0.07661939625711044
2018-11-30,0.013299576825202022
2018-12-31,-0.07192963968289444
2019-01-31,0.07716737257810012
2019-02-28,0.02540090439986156
2019-03-29,0.011298011985641855
2019-04-30,0.03219484934351379
2019-05-31,-0.06058615660941525
2019-06-28,0.06414648604013642
2019-07-31,0.0013742846630917644
2019-08-30,-0.024865349371835554
2019-09-30,0.019700771186400592
2019-10-31,0.026126248214198233
2019-11-29,0.023639094074024848
2019-12-31,0.03423129492933204
